sample_name,abdominal,caudal,img_name,crosses,plates,wells
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCF12_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCF12,13,17,PLATE 7 F2 VC_ Male 95-1 F14 x Female 72-1 F14_F12.tif,95-1_Male_x_72-1_Female,plate7,F12
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCF2_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCF2,12,18,PLATE 7 F2 VC_ Female 95-1 F14 x Male 72-1 F14_F2.tif,95-1_Female_x_72-1_Male,plate7,F2
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCF3_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCF3,13,18,PLATE 7 F2 VC_ Female 95-1 F14 x Male 72-1 F14_F3.tif,95-1_Female_x_72-1_Male,plate7,F3
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCF4_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCF4,13,18,PLATE 7 F2 VC_ Female 95-1 F14 x Male 72-1 F14_F4.tif,95-1_Female_x_72-1_Male,plate7,F4
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCF6_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCF6,13,18,PLATE 7 F2 VC_ Female 95-1 F14 x Male 72-1 F14_F6.tif,95-1_Female_x_72-1_Male,plate7,F6
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCF7_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCF7,13,17,PLATE 7 F2 VC_ Male 95-1 F14 x Female 72-1 F14_F7.tif,95-1_Male_x_72-1_Female,plate7,F7
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCF8_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCF8,13,18,PLATE 7 F2 VC_ Male 95-1 F14 x Female 72-1 F14_F8.tif,95-1_Male_x_72-1_Female,plate7,F8
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCF9_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCF9,13,17,PLATE 7 F2 VC_ Male 95-1 F14 x Female 72-1 F14_F9.tif,95-1_Male_x_72-1_Female,plate7,F9
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCG1_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCG1,13,17,PLATE 7 F2 VC_ Male 95-1 F14 x Female 72-1 F14_G1.tif,95-1_Male_x_72-1_Female,plate7,G1
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCG10_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCG10,13,17,PLATE 7 F2 VC_ Female 95-1 F14 x Male 33-1 F14_G10.tif,95-1_Female_x_33-1_Male,plate7,G10
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCG11_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCG11,13,17,PLATE 7 F2 VC_ Female 95-1 F14 x Male 33-1 F14_G11.tif,95-1_Female_x_33-1_Male,plate7,G11
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCG12_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCG12,13,17,PLATE 7 F2 VC_ Female 95-1 F14 x Male 33-1 F14_G12.tif,95-1_Female_x_33-1_Male,plate7,G12
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCG2_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCG2,13,17,PLATE 7 F2 VC_ Male 95-1 F14 x Female 72-1 F14_G2.tif,95-1_Male_x_72-1_Female,plate7,G2
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCG3_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCG3,13,17,PLATE 7 F2 VC_ Female 95-1 F14 x Male 33-1 F14_G3.tif,95-1_Female_x_33-1_Male,plate7,G3
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCG4_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCG4,13,18,PLATE 7 F2 VC_ Female 95-1 F14 x Male 33-1 F14_G4.tif,95-1_Female_x_33-1_Male,plate7,G4
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCG5_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCG5,13,18,PLATE 7 F2 VC_ Female 95-1 F14 x Male 33-1 F14_G5.tif,95-1_Female_x_33-1_Male,plate7,G5
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCG6_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCG6,13,18,PLATE 7 F2 VC_ Female 95-1 F14 x Male 33-1 F14_G6.tif,95-1_Female_x_33-1_Male,plate7,G6
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCG7_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCG7,12,18,PLATE 7 F2 VC_ Female 95-1 F14 x Male 33-1 F14_G7.tif,95-1_Female_x_33-1_Male,plate7,G7
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCG8_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCG8,13,18,PLATE 7 F2 VC_ Female 95-1 F14 x Male 33-1 F14_G8.tif,95-1_Female_x_33-1_Male,plate7,G8
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCG9_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCG9,12,18,PLATE 7 F2 VC_ Female 95-1 F14 x Male 33-1 F14_G9.tif,95-1_Female_x_33-1_Male,plate7,G9
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCH1_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCH1,13,18,PLATE 7 F2 VC_ Female 95-1 F14 x Male 33-1 F14_H1.tif,95-1_Female_x_33-1_Male,plate7,H1
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCH10_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCH10,12,18,PLATE 7 F2 VC_ Male 95-1 F14 x Female 10-1 F14_H10.tif,95-1_Male_x_10-1_Female,plate7,H10
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCH11_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCH11,12,18,PLATE 7 F2 VC_ Male 95-1 F14 x Female 10-1 F14_H11.tif,95-1_Male_x_10-1_Female,plate7,H11
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCH2_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCH2,13,17,PLATE 7 F2 VC_ Female 95-1 F14 x Male 33-1 F14_H2.tif,95-1_Female_x_33-1_Male,plate7,H2
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCH3_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCH3,12,19,PLATE 7 F2 VC_ Female 95-1 F14 x Male 33-1 F14_H3.tif,95-1_Female_x_33-1_Male,plate7,H3
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCH4_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCH4,12,19,PLATE 7 F2 VC_ Female 95-1 F14 x Male 33-1 F14_H4.tif,95-1_Female_x_33-1_Male,plate7,H4
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCH5_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCH5,12,18,PLATE 7 F2 VC_ Female 95-1 F14 x Male 33-1 F14_H5.tif,95-1_Female_x_33-1_Male,plate7,H5
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCH6_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCH6,12,18,PLATE 7 F2 VC_ Male 95-1 F14 x Female 10-1 F14_H6.tif,95-1_Male_x_10-1_Female,plate7,H6
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCH7_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCH7,13,17,PLATE 7 F2 VC_ Male 95-1 F14 x Female 10-1 F14_H7.tif,95-1_Male_x_10-1_Female,plate7,H7
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCH8_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate7F2VCH8,13,18,PLATE 7 F2 VC_ Male 95-1 F14 x Female 10-1 F14_H8.tif,95-1_Male_x_10-1_Female,plate7,H8
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCA1_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCA1,13,18,PLATE 8 F2 VC_ Male 95-1 F14 x Female 10-1 F14_A1.tif,95-1_Male_x_10-1_Female,plate8,A1
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCA10_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCA10,13,18,PLATE 8 F2 VC_ Female 95-1 F14 x Male 10-1 F14_A10.tif,95-1_Female_x_10-1_Male,plate8,A10
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCA11_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCA11,13,17,PLATE 8 F2 VC_ Female 95-1 F14 x Male 10-1 F14_A11.tif,95-1_Female_x_10-1_Male,plate8,A11
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCA12_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCA12,13,17,PLATE 8 F2 VC_ Female 95-1 F14 x Male 10-1 F14_A12.tif,95-1_Female_x_10-1_Male,plate8,A12
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCA2_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCA2,13,17,PLATE 8 F2 VC_ Male 95-1 F14 x Female 10-1 F14_A2.tif,95-1_Male_x_10-1_Female,plate8,A2
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCA3_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCA3,13,18,PLATE 8 F2 VC_ Male 95-1 F14 x Female 10-1 F14_A3.tif,95-1_Male_x_10-1_Female,plate8,A3
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCA4_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCA4,13,17,PLATE 8 F2 VC_ Male 95-1 F14 x Female 10-1 F14_A4.tif,95-1_Male_x_10-1_Female,plate8,A4
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCA5_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCA5,13,17,PLATE 8 F2 VC_ Female 95-1 F14 x Male 10-1 F14_A5.tif,95-1_Female_x_10-1_Male,plate8,A5
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCA6_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCA6,13,18,PLATE 8 F2 VC_ Female 95-1 F14 x Male 10-1 F14_A6.tif,95-1_Female_x_10-1_Male,plate8,A6
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCA7_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCA7,13,17,PLATE 8 F2 VC_ Female 95-1 F14 x Male 10-1 F14_A7.tif,95-1_Female_x_10-1_Male,plate8,A7
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCA8_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCA8,13,17,PLATE 8 F2 VC_ Female 95-1 F14 x Male 10-1 F14_A8.tif,95-1_Female_x_10-1_Male,plate8,A8
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCA9_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCA9,13,17,PLATE 8 F2 VC_ Female 95-1 F14 x Male 10-1 F14_A9.tif,95-1_Female_x_10-1_Male,plate8,A9
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCB1_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCB1,13,17,PLATE 8 F2 VC_ Female 95-1 F14 x Male 10-1 F14_B1.tif,95-1_Female_x_10-1_Male,plate8,B1
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCB10_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCB10,13,17,PLATE 8 F2 VC_ Female 14-2 F14 x Male 10-1 F14_B10.tif,14-2_Female_x_10-1_Male,plate8,B10
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCB11_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCB11,12,17,PLATE 8 F2 VC_ Female 14-2 F14 x Male 10-1 F14_B11.tif,14-2_Female_x_10-1_Male,plate8,B11
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCB12_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCB12,13,17,PLATE 8 F2 VC_ Female 14-2 F14 x Male 10-1 F14_B12.tif,14-2_Female_x_10-1_Male,plate8,B12
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCB2_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCB2,13,18,PLATE 8 F2 VC_ Female 95-1 F14 x Male 10-1 F14_B2.tif,95-1_Female_x_10-1_Male,plate8,B2
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCB3_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCB3,13,18,PLATE 8 F2 VC_ Female 95-1 F14 x Male 10-1 F14_B3.tif,95-1_Female_x_10-1_Male,plate8,B3
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCB4_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCB4,13,18,PLATE 8 F2 VC_ Female 95-1 F14 x Male 10-1 F14_B4.tif,95-1_Female_x_10-1_Male,plate8,B4
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCB5_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCB5,13,18,PLATE 8 F2 VC_ Female 95-1 F14 x Male 10-1 F14_B5.tif,95-1_Female_x_10-1_Male,plate8,B5
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCB6_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCB6,13,17,PLATE 8 F2 VC_ Female 95-1 F14 x Male 10-1 F14_B6.tif,95-1_Female_x_10-1_Male,plate8,B6
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCB7_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCB7,13,17,PLATE 8 F2 VC_ Female 95-1 F14 x Male 10-1 F14_B7.tif,95-1_Female_x_10-1_Male,plate8,B7
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCB8_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCB8,13,17,PLATE 8 F2 VC_ Female 14-2 F14 x Male 10-1 F14_B8.tif,14-2_Female_x_10-1_Male,plate8,B8
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCB9_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCB9,13,17,PLATE 8 F2 VC_ Female 14-2 F14 x Male 10-1 F14_B9.tif,14-2_Female_x_10-1_Male,plate8,B9
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCC1_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCC1,13,17,PLATE 8 F2 VC_ Female 14-2 F14 x Male 10-1 F14_C1.tif,14-2_Female_x_10-1_Male,plate8,C1
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCC10_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCC10,12,16,PLATE 8 F2 VC_ Female 14-2 F14 x Male 10-1 F14_C10.tif,14-2_Female_x_10-1_Male,plate8,C10
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCC11_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCC11,13,17,PLATE 8 F2 VC_ Female 14-2 F14 x Male 10-1 F14_C11.tif,14-2_Female_x_10-1_Male,plate8,C11
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCC12_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCC12,12,17,PLATE 8 F2 VC_ Female 14-2 F14 x Male 10-1 F14_C12.tif,14-2_Female_x_10-1_Male,plate8,C12
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCC2_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCC2,13,17,PLATE 8 F2 VC_ Female 14-2 F14 x Male 10-1 F14_C2.tif,14-2_Female_x_10-1_Male,plate8,C2
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCC3_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCC3,13,17,PLATE 8 F2 VC_ Female 14-2 F14 x Male 10-1 F14_C3.tif,14-2_Female_x_10-1_Male,plate8,C3
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCC4_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCC4,13,17,PLATE 8 F2 VC_ Female 14-2 F14 x Male 10-1 F14_C4.tif,14-2_Female_x_10-1_Male,plate8,C4
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCC5_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCC5,13,17,PLATE 8 F2 VC_ Female 14-2 F14 x Male 10-1 F14_C5.tif,14-2_Female_x_10-1_Male,plate8,C5
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCC6_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCC6,13,17,PLATE 8 F2 VC_ Female 14-2 F14 x Male 10-1 F14_C6.tif,14-2_Female_x_10-1_Male,plate8,C6
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCC7_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCC7,12,17,PLATE 8 F2 VC_ Female 14-2 F14 x Male 10-1 F14_C7.tif,14-2_Female_x_10-1_Male,plate8,C7
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCC8_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCC8,13,18,PLATE 8 F2 VC_ Female 14-2 F14 x Male 10-1 F14_C8.tif,14-2_Female_x_10-1_Male,plate8,C8
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCC9_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCC9,12,17,PLATE 8 F2 VC_ Female 14-2 F14 x Male 10-1 F14_C9.tif,14-2_Female_x_10-1_Male,plate8,C9
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCD1_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCD1,13,17,PLATE 8 F2 VC_ Female 14-2 F14 x Male 10-1 F14_D1.tif,14-2_Female_x_10-1_Male,plate8,D1
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCD10_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCD10,13,17,PLATE 8 F2 VC_ Female 14-2 F14 x Male 72-1 F14_D10.tif,14-2_Female_x_72-1_Male,plate8,D10
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCD11_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCD11,13,18,PLATE 8 F2 VC_ Female 14-2 F14 x Male 72-1 F14_D11.tif,14-2_Female_x_72-1_Male,plate8,D11
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCD12_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCD12,13,17,PLATE 8 F2 VC_ Female 14-2 F14 x Male 72-1 F14_D12.tif,14-2_Female_x_72-1_Male,plate8,D12
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCD2_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCD2,12,18,PLATE 8 F2 VC_ Female 14-2 F14 x Male 10-1 F14_D2.tif,14-2_Female_x_10-1_Male,plate8,D2
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCD3_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCD3,13,18,PLATE 8 F2 VC_ Female 14-2 F14 x Male 10-1 F14_D3.tif,14-2_Female_x_10-1_Male,plate8,D3
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCD4_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCD4,13,17,PLATE 8 F2 VC_ Female 14-2 F14 x Male 10-1 F14_D4.tif,14-2_Female_x_10-1_Male,plate8,D4
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCD5_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCD5,12,17,PLATE 8 F2 VC_ Female 14-2 F14 x Male 72-1 F14_D5.tif,14-2_Female_x_72-1_Male,plate8,D5
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCD6_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCD6,13,18,PLATE 8 F2 VC_ Female 14-2 F14 x Male 72-1 F14_D6.tif,14-2_Female_x_72-1_Male,plate8,D6
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCD7_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCD7,13,17,PLATE 8 F2 VC_ Female 14-2 F14 x Male 72-1 F14_D7.tif,14-2_Female_x_72-1_Male,plate8,D7
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCD8_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCD8,13,18,PLATE 8 F2 VC_ Female 14-2 F14 x Male 72-1 F14_D8.tif,14-2_Female_x_72-1_Male,plate8,D8
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCD9_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCD9,13,17,PLATE 8 F2 VC_ Female 14-2 F14 x Male 72-1 F14_D9.tif,14-2_Female_x_72-1_Male,plate8,D9
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCE1_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCE1,13,17,PLATE 8 F2 VC_ Female 14-2 F14 x Male 72-1 F14_E1.tif,14-2_Female_x_72-1_Male,plate8,E1
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCE10_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCE10,12,17,PLATE 8 F2 VC_ Female 14-2 F14 x Male 72-1 F14_E10.tif,14-2_Female_x_72-1_Male,plate8,E10
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCE11_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCE11,13,17,PLATE 8 F2 VC_ Female 14-2 F14 x Male 72-1 F14_E11.tif,14-2_Female_x_72-1_Male,plate8,E11
AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCE12_AAAWYF7HV_Plate6-9_F2_VC_23s000155-1-1_Loosli_lane1Plate8F2VCE12,12,18,PLATE 8 F2 VC_ Female 14-2 F14 x Male 72-1 F14_E12.tif,14-2_Female_x_72-1_Male,plate8,E12
