sample_name,abdominal,caudal,img_name,crosses,plates,wells
AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCD3_AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCD3,13,16,PLATE 17 F2 VC_ Male 14-2 F14 x Female 60-1 F14_D3.tif,14-2_Male_x_60-1_Female,plate17,D3
AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCD4_AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCD4,13,17,PLATE 17 F2 VC_ Male 14-2 F14 x Female 60-1 F14_D4.tif,14-2_Male_x_60-1_Female,plate17,D4
AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCD5_AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCD5,13,17,PLATE 17 F2 VC_ Male 14-2 F14 x Female 60-1 F14_D5.tif,14-2_Male_x_60-1_Female,plate17,D5
AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCD6_AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCD6,13,16,PLATE 17 F2 VC_ Male 14-2 F14 x Female 60-1 F14_D6.tif,14-2_Male_x_60-1_Female,plate17,D6
AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCD7_AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCD7,13,16,PLATE 17 F2 VC_ Male 14-2 F14 x Female 60-1 F14_D7.tif,14-2_Male_x_60-1_Female,plate17,D7
AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCD9_AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCD9,13,17,PLATE 17 F2 VC_ Male 14-2 F14 x Female 60-1 F14_D9.tif,14-2_Male_x_60-1_Female,plate17,D9
AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCE1_AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCE1,13,17,PLATE 17 F2 VC_ Male 14-2 F14 x Female 60-1 F14_E1.tif,14-2_Male_x_60-1_Female,plate17,E1
AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCE11_AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCE11,13,17,PLATE 17 F2 VC_ Male 14-2 F14 x Female 60-1 F14_E11.tif,14-2_Male_x_60-1_Female,plate17,E11
AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCE12_AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCE12,13,17,PLATE 17 F2 VC_ Male 14-2 F14 x Female 60-1 F14_E12.tif,14-2_Male_x_60-1_Female,plate17,E12
AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCE2_AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCE2,13,18,PLATE 17 F2 VC_ Male 14-2 F14 x Female 60-1 F14_E2.tif,14-2_Male_x_60-1_Female,plate17,E2
AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCE3_AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCE3,13,16,PLATE 17 F2 VC_ Male 14-2 F14 x Female 60-1 F14_E3.tif,14-2_Male_x_60-1_Female,plate17,E3
AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCE4_AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCE4,13,18,PLATE 17 F2 VC_ Male 14-2 F14 x Female 60-1 F14_E4.tif,14-2_Male_x_60-1_Female,plate17,E4
AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCE5_AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCE5,13,17,PLATE 17 F2 VC_ Male 14-2 F14 x Female 60-1 F14_E5.tif,14-2_Male_x_60-1_Female,plate17,E5
AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCE6_AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCE6,13,17,PLATE 17 F2 VC_ Male 14-2 F14 x Female 60-1 F14_E6.tif,14-2_Male_x_60-1_Female,plate17,E6
AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCE7_AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCE7,13,18,PLATE 17 F2 VC_ Male 14-2 F14 x Female 60-1 F14_E7.tif,14-2_Male_x_60-1_Female,plate17,E7
AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCE8_AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCE8,13,17,PLATE 17 F2 VC_ Male 14-2 F14 x Female 60-1 F14_E8.tif,14-2_Male_x_60-1_Female,plate17,E8
AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCE9_AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCE9,13,17,PLATE 17 F2 VC_ Male 14-2 F14 x Female 60-1 F14_E9.tif,14-2_Male_x_60-1_Female,plate17,E9
AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCF1_AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCF1,14,16,PLATE 17 F2 VC_ Male 14-2 F14 x Female 60-1 F14_F1.tif,14-2_Male_x_60-1_Female,plate17,F1
AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCF10_AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCF10,13,18,PLATE 17 F2 VC_ Male 14-2 F14 x Female 60-1 F14_F10.tif,14-2_Male_x_60-1_Female,plate17,F10
AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCF11_AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCF11,13,18,PLATE 17 F2 VC_ Male 14-2 F14 x Female 60-1 F14_F11.tif,14-2_Male_x_60-1_Female,plate17,F11
AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCF12_AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCF12,13,17,PLATE 17 F2 VC_ Male 14-2 F14 x Female 60-1 F14_F12.tif,14-2_Male_x_60-1_Female,plate17,F12
AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCF2_AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCF2,13,17,PLATE 17 F2 VC_ Male 14-2 F14 x Female 60-1 F14_F2.tif,14-2_Male_x_60-1_Female,plate17,F2
AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCF3_AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCF3,14,16,PLATE 17 F2 VC_ Male 14-2 F14 x Female 60-1 F14_F3.tif,14-2_Male_x_60-1_Female,plate17,F3
AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCF4_AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCF4,13,18,PLATE 17 F2 VC_ Male 14-2 F14 x Female 60-1 F14_F4.tif,14-2_Male_x_60-1_Female,plate17,F4
AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCF5_AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCF5,13,18,PLATE 17 F2 VC_ Male 14-2 F14 x Female 60-1 F14_F5.tif,14-2_Male_x_60-1_Female,plate17,F5
AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCF6_AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCF6,13,17,PLATE 17 F2 VC_ Male 14-2 F14 x Female 60-1 F14_F6.tif,14-2_Male_x_60-1_Female,plate17,F6
AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCF7_AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCF7,13,17,PLATE 17 F2 VC_ Male 14-2 F14 x Female 60-1 F14_F7.tif,14-2_Male_x_60-1_Female,plate17,F7
AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCF8_AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCF8,13,18,PLATE 17 F2 VC_ Male 14-2 F14 x Female 60-1 F14_F8.tif,14-2_Male_x_60-1_Female,plate17,F8
AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCF9_AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCF9,13,17,PLATE 17 F2 VC_ Male 14-2 F14 x Female 60-1 F14_F9.tif,14-2_Male_x_60-1_Female,plate17,F9
AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCG1_AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCG1,13,16,PLATE 17 F2 VC_ Male 14-2 F14 x Female 60-1 F14_G1.tif,14-2_Male_x_60-1_Female,plate17,G1
AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCG10_AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCG10,13,17,PLATE 17 F2 VC_ Male 14-2 F14 x Female 60-1 F14_G10.tif,14-2_Male_x_60-1_Female,plate17,G10
AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCG11_AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCG11,13,17,PLATE 17 F2 VC_ Male 14-2 F14 x Female 60-1 F14_G11.tif,14-2_Male_x_60-1_Female,plate17,G11
AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCG12_AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCG12,13,17,PLATE 17 F2 VC_ Male 14-2 F14 x Female 60-1 F14_G12.tif,14-2_Male_x_60-1_Female,plate17,G12
AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCG2_AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCG2,13,18,PLATE 17 F2 VC_ Male 14-2 F14 x Female 60-1 F14_G2.tif,14-2_Male_x_60-1_Female,plate17,G2
AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCG3_AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCG3,14,16,PLATE 17 F2 VC_ Male 14-2 F14 x Female 60-1 F14_G3.tif,14-2_Male_x_60-1_Female,plate17,G3
AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCG4_AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCG4,14,16,PLATE 17 F2 VC_ Male 14-2 F14 x Female 60-1 F14_G4.tif,14-2_Male_x_60-1_Female,plate17,G4
AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCG5_AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCG5,13,16,PLATE 17 F2 VC_ Male 14-2 F14 x Female 60-1 F14_G5.tif,14-2_Male_x_60-1_Female,plate17,G5
AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCG6_AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCG6,13,17,PLATE 17 F2 VC_ Male 14-2 F14 x Female 60-1 F14_G6.tif,14-2_Male_x_60-1_Female,plate17,G6
AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCG7_AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCG7,13,17,PLATE 17 F2 VC_ Male 14-2 F14 x Female 60-1 F14_G7.tif,14-2_Male_x_60-1_Female,plate17,G7
AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCG8_AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCG8,13,18,PLATE 17 F2 VC_ Male 14-2 F14 x Female 60-1 F14_G8.tif,14-2_Male_x_60-1_Female,plate17,G8
AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCG9_AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCG9,13,18,PLATE 17 F2 VC_ Male 14-2 F14 x Female 60-1 F14_G9.tif,14-2_Male_x_60-1_Female,plate17,G9
AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCH10_AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCH10,13,16,PLATE 17 F2 VC_ Female 14-2 F14 x Male 60-1 F14_H10.tif,14-2_Female_x_60-1_Male,plate17,H10
AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCH11_AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCH11,13,18,PLATE 17 F2 VC_ Female 14-2 F14 x Male 60-1 F14_H11.tif,14-2_Female_x_60-1_Male,plate17,H11
AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCH12_AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCH12,13,17,PLATE 17 F2 VC_ Female 14-2 F14 x Male 60-1 F14_H12.tif,14-2_Female_x_60-1_Male,plate17,H12
AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCH2_AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCH2,13,17,PLATE 17 F2 VC_ Female 14-2 F14 x Male 60-1 F14_H2.tif,14-2_Female_x_60-1_Male,plate17,H2
AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCH3_AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCH3,13,16,PLATE 17 F2 VC_ Female 14-2 F14 x Male 60-1 F14_H3.tif,14-2_Female_x_60-1_Male,plate17,H3
AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCH4_AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCH4,13,17,PLATE 17 F2 VC_ Female 14-2 F14 x Male 60-1 F14_H4.tif,14-2_Female_x_60-1_Male,plate17,H4
AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCH5_AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCH5,13,17,PLATE 17 F2 VC_ Female 14-2 F14 x Male 60-1 F14_H5.tif,14-2_Female_x_60-1_Male,plate17,H5
AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCH6_AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCH6,13,17,PLATE 17 F2 VC_ Female 14-2 F14 x Male 60-1 F14_H6.tif,14-2_Female_x_60-1_Male,plate17,H6
AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCH7_AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCH7,13,17,PLATE 17 F2 VC_ Female 14-2 F14 x Male 60-1 F14_H7.tif,14-2_Female_x_60-1_Male,plate17,H7
AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCH8_AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCH8,13,18,PLATE 17 F2 VC_ Female 14-2 F14 x Male 60-1 F14_H8.tif,14-2_Female_x_60-1_Male,plate17,H8
AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCH9_AAAWYLWHV_Plate14-17_F2_VC_23s000256-1-1_Loosli_lane1Plate17F2VCH9,13,18,PLATE 17 F2 VC_ Female 14-2 F14 x Male 60-1 F14_H9.tif,14-2_Female_x_60-1_Male,plate17,H9
AAAWYTLHV_Plate10-13_F2_VC_23s000156-1-1_Loosli_lane1Plate10F2VCA1_AAAWYTLHV_Plate10-13_F2_VC_23s000156-1-1_Loosli_lane1Plate10F2VCA1,13,18,PLATE 10 F2 VC_ Female 14-2 F14 x Male 10-1 F14_A1.tif,14-2_Female_x_10-1_Male,plate10,A1
AAAWYTLHV_Plate10-13_F2_VC_23s000156-1-1_Loosli_lane1Plate10F2VCA10_AAAWYTLHV_Plate10-13_F2_VC_23s000156-1-1_Loosli_lane1Plate10F2VCA10,13,17,PLATE 10 F2 VC_ Male 14-2 F14 x Female 10-1 F14_A10.tif,14-2_Male_x_10-1_Female,plate10,A10
AAAWYTLHV_Plate10-13_F2_VC_23s000156-1-1_Loosli_lane1Plate10F2VCA11_AAAWYTLHV_Plate10-13_F2_VC_23s000156-1-1_Loosli_lane1Plate10F2VCA11,13,16,PLATE 10 F2 VC_ Male 14-2 F14 x Female 10-1 F14_A11.tif,14-2_Male_x_10-1_Female,plate10,A11
AAAWYTLHV_Plate10-13_F2_VC_23s000156-1-1_Loosli_lane1Plate10F2VCA12_AAAWYTLHV_Plate10-13_F2_VC_23s000156-1-1_Loosli_lane1Plate10F2VCA12,13,18,PLATE 10 F2 VC_ Male 14-2 F14 x Female 10-1 F14_A12.tif,14-2_Male_x_10-1_Female,plate10,A12
AAAWYTLHV_Plate10-13_F2_VC_23s000156-1-1_Loosli_lane1Plate10F2VCA2_AAAWYTLHV_Plate10-13_F2_VC_23s000156-1-1_Loosli_lane1Plate10F2VCA2,13,17,PLATE 10 F2 VC_ Female 14-2 F14 x Male 10-1 F14_A2.tif,14-2_Female_x_10-1_Male,plate10,A2
AAAWYTLHV_Plate10-13_F2_VC_23s000156-1-1_Loosli_lane1Plate10F2VCA3_AAAWYTLHV_Plate10-13_F2_VC_23s000156-1-1_Loosli_lane1Plate10F2VCA3,13,18,PLATE 10 F2 VC_ Female 14-2 F14 x Male 10-1 F14_A3.tif,14-2_Female_x_10-1_Male,plate10,A3
AAAWYTLHV_Plate10-13_F2_VC_23s000156-1-1_Loosli_lane1Plate10F2VCA5_AAAWYTLHV_Plate10-13_F2_VC_23s000156-1-1_Loosli_lane1Plate10F2VCA5,13,17,PLATE 10 F2 VC_ Female 14-2 F14 x Male 10-1 F14_A5.tif,14-2_Female_x_10-1_Male,plate10,A5
AAAWYTLHV_Plate10-13_F2_VC_23s000156-1-1_Loosli_lane1Plate10F2VCA7_AAAWYTLHV_Plate10-13_F2_VC_23s000156-1-1_Loosli_lane1Plate10F2VCA7,13,17,PLATE 10 F2 VC_ Male 14-2 F14 x Female 10-1 F14_A7.tif,14-2_Male_x_10-1_Female,plate10,A7
AAAWYTLHV_Plate10-13_F2_VC_23s000156-1-1_Loosli_lane1Plate10F2VCA8_AAAWYTLHV_Plate10-13_F2_VC_23s000156-1-1_Loosli_lane1Plate10F2VCA8,13,17,PLATE 10 F2 VC_ Male 14-2 F14 x Female 10-1 F14_A8.tif,14-2_Male_x_10-1_Female,plate10,A8
AAAWYTLHV_Plate10-13_F2_VC_23s000156-1-1_Loosli_lane1Plate10F2VCA9_AAAWYTLHV_Plate10-13_F2_VC_23s000156-1-1_Loosli_lane1Plate10F2VCA9,13,17,PLATE 10 F2 VC_ Male 14-2 F14 x Female 10-1 F14_A9.tif,14-2_Male_x_10-1_Female,plate10,A9
AAAWYTLHV_Plate10-13_F2_VC_23s000156-1-1_Loosli_lane1Plate10F2VCB1_AAAWYTLHV_Plate10-13_F2_VC_23s000156-1-1_Loosli_lane1Plate10F2VCB1,13,17,PLATE 10 F2 VC_ Male 14-2 F14 x Female 10-1 F14_B1.tif,14-2_Male_x_10-1_Female,plate10,B1
AAAWYTLHV_Plate10-13_F2_VC_23s000156-1-1_Loosli_lane1Plate10F2VCB10_AAAWYTLHV_Plate10-13_F2_VC_23s000156-1-1_Loosli_lane1Plate10F2VCB10,13,18,PLATE 10 F2 VC_ Male 14-2 F14 x Female 10-1 F14_B10.tif,14-2_Male_x_10-1_Female,plate10,B10
AAAWYTLHV_Plate10-13_F2_VC_23s000156-1-1_Loosli_lane1Plate10F2VCB11_AAAWYTLHV_Plate10-13_F2_VC_23s000156-1-1_Loosli_lane1Plate10F2VCB11,14,16,PLATE 10 F2 VC_ Female 95-1 F14 x Male 33-1 F14_B11.tif,95-1_Female_x_33-1_Male,plate10,B11
AAAWYTLHV_Plate10-13_F2_VC_23s000156-1-1_Loosli_lane1Plate10F2VCB12_AAAWYTLHV_Plate10-13_F2_VC_23s000156-1-1_Loosli_lane1Plate10F2VCB12,13,17,PLATE 10 F2 VC_ Female 95-1 F14 x Male 33-1 F14_B12.tif,95-1_Female_x_33-1_Male,plate10,B12
AAAWYTLHV_Plate10-13_F2_VC_23s000156-1-1_Loosli_lane1Plate10F2VCB3_AAAWYTLHV_Plate10-13_F2_VC_23s000156-1-1_Loosli_lane1Plate10F2VCB3,12,17,PLATE 10 F2 VC_ Male 14-2 F14 x Female 10-1 F14_B3.tif,14-2_Male_x_10-1_Female,plate10,B3
AAAWYTLHV_Plate10-13_F2_VC_23s000156-1-1_Loosli_lane1Plate10F2VCB4_AAAWYTLHV_Plate10-13_F2_VC_23s000156-1-1_Loosli_lane1Plate10F2VCB4,13,18,PLATE 10 F2 VC_ Male 14-2 F14 x Female 10-1 F14_B4.tif,14-2_Male_x_10-1_Female,plate10,B4
AAAWYTLHV_Plate10-13_F2_VC_23s000156-1-1_Loosli_lane1Plate10F2VCB5_AAAWYTLHV_Plate10-13_F2_VC_23s000156-1-1_Loosli_lane1Plate10F2VCB5,14,17,PLATE 10 F2 VC_ Male 14-2 F14 x Female 10-1 F14_B5.tif,14-2_Male_x_10-1_Female,plate10,B5
AAAWYTLHV_Plate10-13_F2_VC_23s000156-1-1_Loosli_lane1Plate10F2VCB6_AAAWYTLHV_Plate10-13_F2_VC_23s000156-1-1_Loosli_lane1Plate10F2VCB6,13,18,PLATE 10 F2 VC_ Male 14-2 F14 x Female 10-1 F14_B6.tif,14-2_Male_x_10-1_Female,plate10,B6
AAAWYTLHV_Plate10-13_F2_VC_23s000156-1-1_Loosli_lane1Plate10F2VCB7_AAAWYTLHV_Plate10-13_F2_VC_23s000156-1-1_Loosli_lane1Plate10F2VCB7,13,17,PLATE 10 F2 VC_ Male 14-2 F14 x Female 10-1 F14_B7.tif,14-2_Male_x_10-1_Female,plate10,B7
AAAWYTLHV_Plate10-13_F2_VC_23s000156-1-1_Loosli_lane1Plate10F2VCB8_AAAWYTLHV_Plate10-13_F2_VC_23s000156-1-1_Loosli_lane1Plate10F2VCB8,13,16,PLATE 10 F2 VC_ Male 14-2 F14 x Female 10-1 F14_B8.tif,14-2_Male_x_10-1_Female,plate10,B8
AAAWYTLHV_Plate10-13_F2_VC_23s000156-1-1_Loosli_lane1Plate10F2VCB9_AAAWYTLHV_Plate10-13_F2_VC_23s000156-1-1_Loosli_lane1Plate10F2VCB9,12,17,PLATE 10 F2 VC_ Male 14-2 F14 x Female 10-1 F14_B9.tif,14-2_Male_x_10-1_Female,plate10,B9
AAAWYTLHV_Plate10-13_F2_VC_23s000156-1-1_Loosli_lane1Plate10F2VCC1_AAAWYTLHV_Plate10-13_F2_VC_23s000156-1-1_Loosli_lane1Plate10F2VCC1,12,18,PLATE 10 F2 VC_ Female 95-1 F14 x Male 33-1 F14_C1.tif,95-1_Female_x_33-1_Male,plate10,C1
AAAWYTLHV_Plate10-13_F2_VC_23s000156-1-1_Loosli_lane1Plate10F2VCC10_AAAWYTLHV_Plate10-13_F2_VC_23s000156-1-1_Loosli_lane1Plate10F2VCC10,13,16,PLATE 10 F2 VC_ Female 95-1 F14 x Male 72-1 F14_C10.tif,95-1_Female_x_72-1_Male,plate10,C10
AAAWYTLHV_Plate10-13_F2_VC_23s000156-1-1_Loosli_lane1Plate10F2VCC11_AAAWYTLHV_Plate10-13_F2_VC_23s000156-1-1_Loosli_lane1Plate10F2VCC11,13,17,PLATE 10 F2 VC_ Male 95-1 F14 x Female 72-1 F14_C11.tif,95-1_Male_x_72-1_Female,plate10,C11
AAAWYTLHV_Plate10-13_F2_VC_23s000156-1-1_Loosli_lane1Plate10F2VCC12_AAAWYTLHV_Plate10-13_F2_VC_23s000156-1-1_Loosli_lane1Plate10F2VCC12,14,16,PLATE 10 F2 VC_ Male 95-1 F14 x Female 72-1 F14_C12.tif,95-1_Male_x_72-1_Female,plate10,C12
AAAWYTLHV_Plate10-13_F2_VC_23s000156-1-1_Loosli_lane1Plate10F2VCC2_AAAWYTLHV_Plate10-13_F2_VC_23s000156-1-1_Loosli_lane1Plate10F2VCC2,14,17,PLATE 10 F2 VC_ Female 95-1 F14 x Male 33-1 F14_C2.tif,95-1_Female_x_33-1_Male,plate10,C2
AAAWYTLHV_Plate10-13_F2_VC_23s000156-1-1_Loosli_lane1Plate10F2VCC3_AAAWYTLHV_Plate10-13_F2_VC_23s000156-1-1_Loosli_lane1Plate10F2VCC3,13,17,PLATE 10 F2 VC_ Female 95-1 F14 x Male 33-1 F14_C3.tif,95-1_Female_x_33-1_Male,plate10,C3
AAAWYTLHV_Plate10-13_F2_VC_23s000156-1-1_Loosli_lane1Plate10F2VCC4_AAAWYTLHV_Plate10-13_F2_VC_23s000156-1-1_Loosli_lane1Plate10F2VCC4,14,17,PLATE 10 F2 VC_ Female 95-1 F14 x Male 33-1 F14_C4.tif,95-1_Female_x_33-1_Male,plate10,C4
AAAWYTLHV_Plate10-13_F2_VC_23s000156-1-1_Loosli_lane1Plate10F2VCC5_AAAWYTLHV_Plate10-13_F2_VC_23s000156-1-1_Loosli_lane1Plate10F2VCC5,13,17,PLATE 10 F2 VC_ Female 95-1 F14 x Male 72-1 F14_C5.tif,95-1_Female_x_72-1_Male,plate10,C5
AAAWYTLHV_Plate10-13_F2_VC_23s000156-1-1_Loosli_lane1Plate10F2VCC6_AAAWYTLHV_Plate10-13_F2_VC_23s000156-1-1_Loosli_lane1Plate10F2VCC6,13,17,PLATE 10 F2 VC_ Female 95-1 F14 x Male 72-1 F14_C6.tif,95-1_Female_x_72-1_Male,plate10,C6
